"source_name","status_in_customer_package","row_count","package_path","data_category","already_used_on_scholarshiptop","current_usage","could_use_for_scholarshiptop","best_page_targets","possible_fields_to_use","implementation_type","priority","risk","permission_status","recommended_action","notes"
"University of California Payroll","CLOSED_LOCAL_PACKAGE_READY","7849","04_data_deliverable\03_newly_collected_sources\uc_annual_wage_resident_physicians_2024","salary/workforce","no","Not currently wired into ScholarshipTop static enrichment outputs.","yes","/compare/states/[slug]; resource pages; essay examples; future workforce/medical scholarship pages","source-specific fields require downstream shaping before display","static_json_extension","medium","low","permission_received_per_user_statement","use now","Collected 2024 UC Annual Wage rows for title filter RESID PHYS from official UCOP endpoint."
"Transparent California","PARTIAL_LOCAL","1500","04_data_deliverable\03_newly_collected_sources\transparent_california_resident_physician","blocked_or_partial","no","Not currently wired into ScholarshipTop static enrichment outputs.","yes","none for current ScholarshipTop","source-specific fields require downstream shaping before display","needs_original_source_recollect","medium","medium","permission_received_per_user_statement","use later","Partial public search-result HTML for resident physician salary records collected locally; CSV download and later pagination hit challenge."
"NJ Data Universe (Asbury Park Press)","CLOSED_LOCAL_PACKAGE_READY","2838","04_data_deliverable\03_newly_collected_sources\nj_open_data_payroll_physicians","salary/workforce","no","Not currently wired into ScholarshipTop static enrichment outputs.","yes","/compare/states/[slug]; resource pages; essay examples; future workforce/medical scholarship pages","source-specific fields require downstream shaping before display","static_json_extension","medium","low","permission_received_per_user_statement","use now","Collected equivalent official NJ Open Data YourMoney payroll physician-title rows; avoids relying on DataUniverse UI."
"OpenTheBooks","BLOCKED_NEEDS_ACCESS_OR_TERMS","n/a","no normalized deliverable in package","blocked_or_partial","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","needs_original_source_recollect","low","high","blocked/manual; do not use until resolved","blocked/manual","Do not use until access/export/legal status is resolved."
"SC State Salary Database","BLOCKED_NEEDS_ACCESS_OR_TERMS","n/a","no normalized deliverable in package","blocked_or_partial","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","needs_original_source_recollect","low","high","blocked/manual; do not use until resolved","blocked/manual","Do not use until access/export/legal status is resolved."
"Medicare Physician & Other Practitioners (Provider + Service)","CLOSED_LOCAL_PACKAGE_READY","9886177","04_data_deliverable\03_newly_collected_sources\medicare_physician_provider_service_2023","hospital_only","no","Not currently wired into ScholarshipTop static enrichment outputs.","future medical/school vertical only","future medical/provider vertical only","hospital/facility/physician-service fields; future medical/provider vertical only","future_med_vertical","low","low","permission_received_per_user_statement","medical vertical only","Relevant for future medical/pre-med/residency vertical, not current general scholarship UX."
"USAspending.gov API","PARTIAL_LOCAL","130","04_data_deliverable\03_newly_collected_sources\usaspending_fy2025_thcgme_recipients","blocked_or_partial","no","Not currently wired into ScholarshipTop static enrichment outputs.","yes","none for current ScholarshipTop","recipient_name, award_count, obligation_amount, agency/program, fiscal_year","needs_original_source_recollect","medium","medium","permission_received_per_user_statement","use later","Partial THCGME scope; useful as funding context, not full funding coverage."
"NPDB Public Use Data File","DOWNSTREAM_NOT_PARSER","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"State Medical Board Disciplinary Lists","BLOCKED_NEEDS_ACCESS_OR_TERMS","n/a","no normalized deliverable in package","blocked_or_partial","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","needs_original_source_recollect","low","high","blocked/manual; do not use until resolved","blocked/manual","Do not use until access/export/legal status is resolved."
"FSMB DocInfo","BLOCKED_NEEDS_ACCESS_OR_TERMS","n/a","no normalized deliverable in package","blocked_or_partial","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","needs_original_source_recollect","low","high","blocked/manual; do not use until resolved","blocked/manual","Do not use until access/export/legal status is resolved."
"Public Citizen State Board Rankings","BLOCKED_NEEDS_ACCESS_OR_TERMS","n/a","no normalized deliverable in package","blocked_or_partial","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","needs_original_source_recollect","low","high","blocked/manual; do not use until resolved","blocked/manual","Do not use until access/export/legal status is resolved."
"CMS DGME HCRIS Extract","CLOSED_SUPABASE_EXPORTED_LOCALLY","66905","04_data_deliverable\01_legacy_supabase_exports\cms_hospital_cost_report_hcris","provider/organization","no","Not currently wired into ScholarshipTop static enrichment outputs.","yes","/providers/[id]; future provider clusters; future medical/provider compare","organization name, location, identifiers, ownership/type, quality/designation fields where appropriate","provider_enrichment","medium","medium","permission_received_per_user_statement","use later","clean .jsonl.gz export included"
"CMS HCRIS Full Cost Reports","CLOSED_SUPABASE_EXPORTED_LOCALLY","66905","04_data_deliverable\01_legacy_supabase_exports\cms_hospital_cost_report_hcris","provider/organization","no","Not currently wired into ScholarshipTop static enrichment outputs.","yes","/providers/[id]; future provider clusters; future medical/provider compare","organization name, location, identifiers, ownership/type, quality/designation fields where appropriate","provider_enrichment","medium","medium","permission_received_per_user_statement","use later","clean .jsonl.gz export included"
"ProPublica Dollars for Docs","DOWNSTREAM_NOT_PARSER","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","ein, organization_name, revenue, assets, ruling_year, ntee_code, filing links/counts","ignore","low","medium","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"NPDB individual physician records","DOWNSTREAM_NOT_PARSER","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"VA Office of Academic Affiliations","PARTIAL_LOCAL","4","04_data_deliverable\03_newly_collected_sources\va_oaa_academic_affiliations","blocked_or_partial","no","Not currently wired into ScholarshipTop static enrichment outputs.","yes","none for current ScholarshipTop","source-specific fields require downstream shaping before display","needs_original_source_recollect","medium","medium","permission_received_per_user_statement","use later","Official VA OAA pages and aggregate affiliation facts captured; no public full 151-facility affiliation export found"
"VA MISSION Act §403 PPGMER","CLOSED_LOCAL_PACKAGE_READY","15","04_data_deliverable\03_newly_collected_sources\va_mission_act_ppgmer","hospital_only","no","Not currently wired into ScholarshipTop static enrichment outputs.","future medical/school vertical only","future medical/provider vertical only","hospital/facility/physician-service fields; future medical/provider vertical only","future_med_vertical","low","low","permission_received_per_user_statement","medical vertical only","Relevant for future medical/pre-med/residency vertical, not current general scholarship UX."
"ACGME ADS Public Reports","PARTIAL_LOCAL","17408","04_data_deliverable\01_legacy_supabase_exports\acgme_ads_public_discovery","blocked_or_partial","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","needs_original_source_recollect","low","medium","permission_received_per_user_statement","blocked/manual","Do not use until access/export/legal status is resolved."
"ACGME Cloud — Explore Public Data","DOWNSTREAM_NOT_PARSER","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"SF Match (Ophthalmology, Plastic Surgery independent track)","CLOSED_LOCAL_PACKAGE_READY","30","04_data_deliverable\03_newly_collected_sources\sf_match","residency_only","no","Not currently wired into ScholarshipTop static enrichment outputs.","future medical/school vertical only","future medical/residency vertical only","program/institution/specialty fields; not relevant to current scholarship pages","future_med_vertical","low","medium","permission_received_per_user_statement","medical vertical only","Relevant for future medical/pre-med/residency vertical, not current general scholarship UX."
"AUA Urology Match","CLOSED_LOCAL_PACKAGE_READY","168","04_data_deliverable\03_newly_collected_sources\aua_sau","residency_only","no","Not currently wired into ScholarshipTop static enrichment outputs.","future medical/school vertical only","future medical/residency vertical only","program/institution/specialty fields; not relevant to current scholarship pages","future_med_vertical","low","medium","permission_received_per_user_statement","medical vertical only","Relevant for future medical/pre-med/residency vertical, not current general scholarship UX."
"Military Match — JSGMESB","NOT_STARTED","n/a","no normalized deliverable in package","blocked_or_partial","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","needs_original_source_recollect","low","high","blocked/manual; do not use until resolved","blocked/manual","Do not use until access/export/legal status is resolved."
"AOA / osteopathic-tracked programs","CLOSED_LOCAL_PACKAGE_READY","73","04_data_deliverable\02_local_normalized_sources\coca","medical_school","no","Not currently wired into ScholarshipTop static enrichment outputs.","future medical/school vertical only","future medical school pages; pre-med resources; medical school scholarship pages; provider clusters","school_name, city, state, accreditation/status, degree type, website, admissions stats where available","future_med_vertical","low","medium","permission_received_per_user_statement","medical vertical only","Relevant for future medical/pre-med/residency vertical, not current general scholarship UX."
"Application/match system: Most residencies - ERAS / NRMP","DOWNSTREAM_NOT_PARSER","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Application/match system: OB/GYN - ResidencyCAS / NRMP","DOWNSTREAM_NOT_PARSER","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Application/match system: Emergency Medicine - ResidencyCAS / NRMP","DOWNSTREAM_NOT_PARSER","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Application/match system: Ophthalmology - SF Match CAS / SF Match","CLOSED_LOCAL_PACKAGE_READY","30","04_data_deliverable\03_newly_collected_sources\sf_match","residency_only","no","Not currently wired into ScholarshipTop static enrichment outputs.","future medical/school vertical only","future medical/residency vertical only","program/institution/specialty fields; not relevant to current scholarship pages","future_med_vertical","low","medium","permission_received_per_user_statement","medical vertical only","Relevant for future medical/pre-med/residency vertical, not current general scholarship UX."
"Application/match system: Urology - ERAS hybrid / AUA/SAU Match","DOWNSTREAM_NOT_PARSER","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Application/match system: Integrated Plastic Surgery - ERAS (returned 2025–26) / NRMP","DOWNSTREAM_NOT_PARSER","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Application/match system: Military (HPSP/USUHS) - MODS / JSGMESB","DOWNSTREAM_NOT_PARSER","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Fellowship placement pages","NOT_STARTED","n/a","no normalized deliverable in package","blocked_or_partial","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","needs_original_source_recollect","low","high","blocked/manual; do not use until resolved","blocked/manual","Do not use until access/export/legal status is resolved."
"CMS Facility Affiliation","CLOSED_SUPABASE_EXPORTED_LOCALLY","2247604","04_data_deliverable\01_legacy_supabase_exports\cms_facility_affiliation","provider/organization","no","Not currently wired into ScholarshipTop static enrichment outputs.","yes","/providers/[id]; future provider clusters; future medical/provider compare","organization name, location, identifiers, ownership/type, quality/designation fields where appropriate","provider_enrichment","medium","medium","permission_received_per_user_statement","use later","clean .jsonl.gz export included"
"ROR","CLOSED_SUPABASE_EXPORTED_LOCALLY","124882","04_data_deliverable\01_legacy_supabase_exports\ror","research/institution","yes","Live as ror_id identity join in school_enrichment.json and source footer; not deeply surfaced yet.","yes","/compare/universities/[slug]; /providers/[id]; future medical school pages; structured data identifiers","ror_id, official_name, aliases, institution_type, country, city, state, homepage_url","already_live","high","medium","permission_received_per_user_statement","use now","Already represented in Stage A/B/C static outputs. clean .jsonl.gz export included"
"RuralGME.org program profiles","CLOSED_LOCAL_PACKAGE_READY","83","04_data_deliverable\03_newly_collected_sources\ruralgme_program_profiles","residency_only","no","Not currently wired into ScholarshipTop static enrichment outputs.","future medical/school vertical only","future medical/residency vertical only","program/institution/specialty fields; not relevant to current scholarship pages","future_med_vertical","low","medium","permission_received_per_user_statement","medical vertical only","Relevant for future medical/pre-med/residency vertical, not current general scholarship UX."
"RuralGME.org rural-programs map","CLOSED_LOCAL_PACKAGE_READY","482","04_data_deliverable\03_newly_collected_sources\ruralgme_rural_training_sites","residency_only","no","Not currently wired into ScholarshipTop static enrichment outputs.","future medical/school vertical only","future medical/residency vertical only","program/institution/specialty fields; not relevant to current scholarship pages","future_med_vertical","low","medium","permission_received_per_user_statement","medical vertical only","Relevant for future medical/pre-med/residency vertical, not current general scholarship UX."
"computed-fields.md derived per-program scores","DOWNSTREAM_NOT_PARSER","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average PGY-1 Salary","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Median PGY-1 Salary","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: PGY-1 Salary Range","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average PGY-1 to PGY-N Salary Progression","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: % Programs Reporting Salary","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Highest-Paying Programs in Specialty","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average PGY-1 Salary by State (in this specialty)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average PGY-1 Salary by Region (in this specialty)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Highest-Paying States for This Specialty","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Salary Premium vs National Specialty Average","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Cost-Adjusted Salary by State (in this specialty)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Best Cost-Adjusted States for This Specialty","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Total Programs in Specialty","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Total Residency Programs","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Total Fellowship Programs","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Total Positions Offered","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average Program Size","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by State","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by Program Type (categorical/prelim/advanced/combined)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average Program Length","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Specialty Fill Rate","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average AIR (Interview-Offer Rate)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Step 2 CK Median (Matched Applicants)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: IMG Match Rate in Specialty","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: DO Match Rate in Specialty","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Research Publications Median (Matched)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs Sponsoring J-1","OUT_OF_SCOPE_AGGREGATE","4","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs Sponsoring H-1B","OUT_OF_SCOPE_AGGREGATE","4","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs Accepting COMLEX","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average Board Pass Rate","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Median Board Pass Rate","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Pass Rate Range","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs Below 80% Pass Rate","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs Above 95% Pass Rate","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: % Programs with T32 Grants (at sponsoring institution)","OUT_OF_SCOPE_AGGREGATE","4","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average NIH Funding at Sponsoring Institutions","OUT_OF_SCOPE_AGGREGATE","4","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: % Programs Requiring Research","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Top NIH-Funded Programs in Specialty","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Total Programs at This Institution","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Specialties Offered","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
