group,url,applicant_country,study_country,country,totalCountSnapshot,status,allowedForAds,robots,includeInSitemap,h1,metaTitle,qaNotes,reason,campaign_name,suggested_headline,suggested_description,geo_target,final_url,headline_1,headline_2,description,rank
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/morocco/study-in/united-states,Morocco,United States,,5,published_noindex,,,,Scholarships for Students from Morocco to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/mozambique/study-in/germany,Mozambique,Germany,,86,manual_review,,,,Scholarships for Students from Mozambique to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/myanmar-burma/study-in/germany,Myanmar (Burma),Germany,,94,manual_review,,,,Scholarships for Students from Myanmar (Burma) to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/namibia/study-in/germany,Namibia,Germany,,88,manual_review,,,,Scholarships for Students from Namibia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/nepal/study-in/germany,Nepal,Germany,,86,manual_review,,,,Scholarships for Students from Nepal to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/nepal/study-in/united-states,Nepal,United States,,9,published_noindex,,,,Scholarships for Students from Nepal to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/netherlands/study-in/germany,Netherlands,Germany,,80,manual_review,,,,Scholarships for Students from Netherlands to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/netherlands/study-in/netherlands,Netherlands,Netherlands,,5,published_noindex,,,,Scholarships for Students from Netherlands to Study in Netherlands,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/new-zealand/study-in/australia,New Zealand,Australia,,16,published_noindex,,,,Scholarships for Students from New Zealand to Study in Australia,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/new-zealand/study-in/germany,New Zealand,Germany,,78,manual_review,,,,Scholarships for Students from New Zealand to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/new-zealand/study-in/india,New Zealand,India,,8,published_noindex,,,,Scholarships for Students from New Zealand to Study in India,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/new-zealand/study-in/united-states,New Zealand,United States,,6,published_noindex,,,,Scholarships for Students from New Zealand to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/nicaragua/study-in/germany,Nicaragua,Germany,,90,manual_review,,,,Scholarships for Students from Nicaragua to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/nicaragua/study-in/united-states,Nicaragua,United States,,5,published_noindex,,,,Scholarships for Students from Nicaragua to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/niger/study-in/germany,Niger,Germany,,85,manual_review,,,,Scholarships for Students from Niger to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/nigeria/study-in/germany,Nigeria,Germany,,88,manual_review,,,,Scholarships for Nigerian Students to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/nigeria/study-in/united-kingdom,Nigeria,United Kingdom,,7,published_noindex,,,,Scholarships for Nigerian Students to Study in the UK,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/nigeria/study-in/united-states,Nigeria,United States,,18,published_noindex,,,,Scholarships for Nigerian Students to Study in the USA,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/north-macedonia/study-in/germany,North Macedonia,Germany,,92,manual_review,,,,Scholarships for Students from North Macedonia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/norway/study-in/germany,Norway,Germany,,81,manual_review,,,,Scholarships for Students from Norway to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/norway/study-in/united-states,Norway,United States,,6,published_noindex,,,,Scholarships for Students from Norway to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/oman/study-in/germany,Oman,Germany,,77,manual_review,,,,Scholarships for Students from Oman to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/pakistan/study-in/germany,Pakistan,Germany,,87,manual_review,,,,Scholarships for Pakistani Students to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/pakistan/study-in/united-states,Pakistan,United States,,14,published_noindex,,,,Scholarships for Pakistani Students to Study in the USA,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/panama/study-in/germany,Panama,Germany,,84,manual_review,,,,Scholarships for Students from Panama to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/panama/study-in/united-states,Panama,United States,,13,published_noindex,,,,Scholarships for Students from Panama to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/paraguay/study-in/germany,Paraguay,Germany,,89,manual_review,,,,Scholarships for Students from Paraguay to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/paraguay/study-in/united-states,Paraguay,United States,,5,published_noindex,,,,Scholarships for Students from Paraguay to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/peru/study-in/germany,Peru,Germany,,91,manual_review,,,,Scholarships for Students from Peru to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/peru/study-in/united-states,Peru,United States,,16,published_noindex,,,,Scholarships for Students from Peru to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/philippines/study-in/australia,Philippines,Australia,,5,published_noindex,,,,Scholarships for Filipino Students to Study in Australia,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/poland/study-in/france,Poland,France,,5,published_noindex,,,,Scholarships for Students from Poland to Study in France,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/poland/study-in/germany,Poland,Germany,,90,manual_review,,,,Scholarships for Students from Poland to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/poland/study-in/italy,Poland,Italy,,5,published_noindex,,,,Scholarships for Students from Poland to Study in Italy,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/poland/study-in/switzerland,Poland,Switzerland,,6,published_noindex,,,,Scholarships for Students from Poland to Study in Switzerland,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/poland/study-in/united-kingdom,Poland,United Kingdom,,6,published_noindex,,,,Scholarships for Students from Poland to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/portugal/study-in/germany,Portugal,Germany,,82,manual_review,,,,Scholarships for Students from Portugal to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/portugal/study-in/portugal,Portugal,Portugal,,6,published_noindex,,,,Scholarships for Students from Portugal to Study in Portugal,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/portugal/study-in/united-states,Portugal,United States,,10,published_noindex,,,,Scholarships for Students from Portugal to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/puerto-rico/study-in/united-states,Puerto Rico,United States,,8,published_noindex,,,,Scholarships for Students from Puerto Rico to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/qatar/study-in/germany,Qatar,Germany,,70,manual_review,,,,Scholarships for Students from Qatar to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/romania/study-in/germany,Romania,Germany,,88,manual_review,,,,Scholarships for Students from Romania to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/russia/study-in/united-states,Russia,United States,,5,published_noindex,,,,Scholarships for Students from Russia to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/rwanda/study-in/germany,Rwanda,Germany,,85,manual_review,,,,Scholarships for Students from Rwanda to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/saudi-arabia/study-in/germany,Saudi Arabia,Germany,,78,manual_review,,,,Scholarships for Students from Saudi Arabia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/saudi-arabia/study-in/united-states,Saudi Arabia,United States,,5,published_noindex,,,,Scholarships for Students from Saudi Arabia to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/senegal/study-in/germany,Senegal,Germany,,86,manual_review,,,,Scholarships for Students from Senegal to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/serbia/study-in/germany,Serbia,Germany,,94,manual_review,,,,Scholarships for Students from Serbia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/singapore/study-in/germany,Singapore,Germany,,77,manual_review,,,,Scholarships for Students from Singapore to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/singapore/study-in/india,Singapore,India,,5,published_noindex,,,,Scholarships for Students from Singapore to Study in India,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/slovakia/study-in/germany,Slovakia,Germany,,86,manual_review,,,,Scholarships for Students from Slovakia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/slovenia/study-in/germany,Slovenia,Germany,,87,manual_review,,,,Scholarships for Students from Slovenia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/somalia/study-in/germany,Somalia,Germany,,85,manual_review,,,,Scholarships for Students from Somalia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/south-africa/study-in/germany,South Africa,Germany,,91,manual_review,,,,Scholarships for Students from South Africa to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/south-africa/study-in/united-kingdom,South Africa,United Kingdom,,6,published_noindex,,,,Scholarships for Students from South Africa to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/south-africa/study-in/united-states,South Africa,United States,,10,published_noindex,,,,Scholarships for Students from South Africa to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/south-korea/study-in/australia,South Korea,Australia,,5,published_noindex,,,,Scholarships for Students from South Korea to Study in Australia,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/south-korea/study-in/south-korea,South Korea,South Korea,,9,published_noindex,,,,Scholarships for Students from South Korea to Study in South Korea,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/spain/study-in/germany,Spain,Germany,,87,manual_review,,,,Scholarships for Students from Spain to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/spain/study-in/spain,Spain,Spain,,11,published_noindex,,,,Scholarships for Students from Spain to Study in Spain,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/spain/study-in/switzerland,Spain,Switzerland,,5,published_noindex,,,,Scholarships for Students from Spain to Study in Switzerland,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/spain/study-in/united-kingdom,Spain,United Kingdom,,6,published_noindex,,,,Scholarships for Students from Spain to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/sri-lanka/study-in/germany,Sri Lanka,Germany,,89,manual_review,,,,Scholarships for Students from Sri Lanka to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/sri-lanka/study-in/united-states,Sri Lanka,United States,,6,published_noindex,,,,Scholarships for Students from Sri Lanka to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/sudan/study-in/germany,Sudan,Germany,,86,manual_review,,,,Scholarships for Students from Sudan to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/sweden/study-in/germany,Sweden,Germany,,82,manual_review,,,,Scholarships for Students from Sweden to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/sweden/study-in/united-states,Sweden,United States,,8,published_noindex,,,,Scholarships for Students from Sweden to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/switzerland/study-in/france,Switzerland,France,,5,published_noindex,,,,Scholarships for Students from Switzerland to Study in France,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/switzerland/study-in/germany,Switzerland,Germany,,84,manual_review,,,,Scholarships for Students from Switzerland to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/switzerland/study-in/switzerland,Switzerland,Switzerland,,6,published_noindex,,,,Scholarships for Students from Switzerland to Study in Switzerland,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/switzerland/study-in/united-states,Switzerland,United States,,7,published_noindex,,,,Scholarships for Students from Switzerland to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/taiwan/study-in/germany,Taiwan,Germany,,80,manual_review,,,,Scholarships for Students from Taiwan to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/taiwan/study-in/united-states,Taiwan,United States,,7,published_noindex,,,,Scholarships for Students from Taiwan to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/tajikistan/study-in/germany,Tajikistan,Germany,,91,manual_review,,,,Scholarships for Students from Tajikistan to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/thailand/study-in/australia,Thailand,Australia,,7,published_noindex,,,,Scholarships for Students from Thailand to Study in Australia,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/thailand/study-in/germany,Thailand,Germany,,96,manual_review,,,,Scholarships for Students from Thailand to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/thailand/study-in/united-kingdom,Thailand,United Kingdom,,5,published_noindex,,,,Scholarships for Students from Thailand to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/thailand/study-in/united-states,Thailand,United States,,6,published_noindex,,,,Scholarships for Students from Thailand to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/tunisia/study-in/germany,Tunisia,Germany,,90,manual_review,,,,Scholarships for Students from Tunisia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/turkey/study-in/germany,Türkiye,Germany,,88,manual_review,,,,Scholarships for Students from Turkey to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/turkey/study-in/united-states,Türkiye,United States,,8,published_noindex,,,,Scholarships for Students from Turkey to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/uganda/study-in/germany,Uganda,Germany,,87,manual_review,,,,Scholarships for Students from Uganda to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ukraine/study-in/germany,Ukraine,Germany,,102,manual_review,,,,Scholarships for Students from Ukraine to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ukraine/study-in/united-states,Ukraine,United States,,13,published_noindex,,,,Scholarships for Students from Ukraine to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-arab-emirates/study-in/germany,United Arab Emirates,Germany,,70,manual_review,,,,Scholarships for Students from United Arab Emirates to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-arab-emirates/study-in/united-states,United Arab Emirates,United States,,5,published_noindex,,,,Scholarships for Students from United Arab Emirates to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-kingdom/study-in/australia,United Kingdom,Australia,,8,published_noindex,,,,Scholarships for UK Students to Study in Australia,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-kingdom/study-in/france,United Kingdom,France,,5,published_noindex,,,,Scholarships for UK Students to Study in France,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-kingdom/study-in/india,United Kingdom,India,,13,published_noindex,,,,Scholarships for UK Students to Study in India,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-kingdom/study-in/spain,United Kingdom,Spain,,5,published_noindex,,,,Scholarships for UK Students to Study in Spain,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-kingdom/study-in/switzerland,United Kingdom,Switzerland,,5,published_noindex,,,,Scholarships for UK Students to Study in Switzerland,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/australia,United States,Australia,,10,published_noindex,,,,Scholarships for American Students to Study in Australia,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/belgium,United States,Belgium,,6,published_noindex,,,,Scholarships for American Students to Study in Belgium,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/china,United States,China,,7,published_noindex,,,,Scholarships for American Students to Study in China,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/congo-kinshasa,United States,Congo - Kinshasa,,19,published_noindex,,,,Scholarships for American Students to Study in Congo - Kinshasa,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/denmark,United States,Denmark,,5,published_noindex,,,,Scholarships for American Students to Study in Denmark,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/finland,United States,Finland,,6,published_noindex,,,,Scholarships for American Students to Study in Finland,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/france,United States,France,,17,published_noindex,,,,Scholarships for American Students to Study in France,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/israel,United States,Israel,,9,published_noindex,,,,Scholarships for American Students to Study in Israel,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/italy,United States,Italy,,11,published_noindex,,,,Scholarships for American Students to Study in Italy,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/japan,United States,Japan,,11,published_noindex,,,,Scholarships for American Students to Study in Japan,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/mexico,United States,Mexico,,13,published_noindex,,,,Scholarships for American Students to Study in Mexico,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/netherlands,United States,Netherlands,,5,published_noindex,,,,Scholarships for American Students to Study in the Netherlands,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/poland,United States,Poland,,5,published_noindex,,,,Scholarships for American Students to Study in Poland,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/russia,United States,Russia,,9,published_noindex,,,,Scholarships for American Students to Study in Russia,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/south-korea,United States,South Korea,,17,published_noindex,,,,Scholarships for American Students to Study in South Korea,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/sweden,United States,Sweden,,6,published_noindex,,,,Scholarships for American Students to Study in Sweden,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/switzerland,United States,Switzerland,,13,published_noindex,,,,Scholarships for American Students to Study in Switzerland,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/turkey,United States,Türkiye,,10,published_noindex,,,,Scholarships for American Students to Study in Turkey,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/ukraine,United States,Ukraine,,6,published_noindex,,,,Scholarships for American Students to Study in Ukraine,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/uruguay/study-in/germany,Uruguay,Germany,,80,manual_review,,,,Scholarships for Students from Uruguay to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
